1,-45519.47331,-46989.85328
2,-44695.94684,-45871.57147
3,-44231.34007,-45216.66703
4,-43859.2351,-44700.84512
5,-43636.69108,-44387.92808
6,-43483.50871,-44165.92113
7,-43321.56998,-43939.23889
8,-43140.64481,-43675.84228
9,-42925.40556,-43399.1856
10,-42808.14498,-43242.63556
11,-42703.82918,-43097.88466
12,-42590.72936,-42943.65053
13,-42513.93808,-42844.23536
14,-42448.09472,-42755.02936
15,-42400.9448,-42694.14359
16,-42350.16263,-42626.31777
17,-42309.15105,-42575.37764
18,-42272.55998,-42533.03576
19,-42199.14185,-42422.25633