1,-45700.08335,-48119.1846
2,-44983.19143,-46615.83787
3,-44513.10348,-45865.4275
4,-44232.22635,-45416.34765
5,-43922.74007,-45002.22949
6,-43657.55062,-44648.15118
7,-43410.39755,-44305.51617
8,-43219.86686,-44047.90186
9,-43070.8092,-43850.45759
10,-42962.29163,-43687.97997
11,-42840.28243,-43502.17747
12,-42735.60616,-43354.51325
13,-42651.13196,-43207.9927
14,-42578.29919,-43079.6134
15,-42518.48481,-42971.30438
16,-42459.06597,-42890.22288
17,-42403.51809,-42798.64008
18,-42357.33054,-42732.4674
19,-42311.29598,-42660.40296
20,-42275.03124,-42589.11016